Experiment,Seed,Run,Iteration,BestFitness,AverageFitness,WorstFitness,Conflicts,ConstraintViolationScore,FacultySatisfaction,TeachingFactor,LearningFactor,MutationRate,IterationTimeSeconds
Complete Adaptive TLBO,20260849,15,31,93.932,23.483,0.0,0,0,92.5,1.38,0.395,0.0783,0.2436
Complete Adaptive TLBO,20260849,15,32,93.932,23.483,0.0,0,0,92.5,1.36,0.39,0.0739,0.2616
Complete Adaptive TLBO,20260849,15,33,93.932,35.2245,0.0,0,0,92.5,1.34,0.385,0.0697,0.2173
Complete Adaptive TLBO,20260849,15,34,93.932,46.8295,0.0,0,0,92.5,1.32,0.38,0.0657,0.2208
Complete Adaptive TLBO,20260849,15,35,93.932,46.8369,0.0,0,0,92.5,1.3,0.375,0.062,0.2716
Complete Adaptive TLBO,20260849,15,36,93.932,58.5784,0.0,0,0,92.5,1.28,0.37,0.0585,0.1914
Complete Adaptive TLBO,20260849,15,37,93.932,70.3199,0.0,0,0,92.5,1.26,0.365,0.0553,0.173
Complete Adaptive TLBO,20260849,15,38,93.932,93.776,92.899,0,0,92.5,1.24,0.36,0.0523,0.1402
Complete Adaptive TLBO,20260849,15,39,93.932,93.9096,93.7532,0,0,92.5,1.22,0.355,0.0495,0.125
Complete Adaptive TLBO,20260849,15,40,93.9812,93.9382,93.932,0,0,92.5,1.2,0.35,0.047,0.1436
Complete Adaptive TLBO,20260849,15,41,93.9812,93.9505,93.932,0,0,92.5,1.18,0.345,0.0447,0.1323
Complete Adaptive TLBO,20260849,15,42,93.9812,93.975,93.932,0,0,92.5,1.16,0.34,0.0427,0.1201
Complete Adaptive TLBO,20260849,15,43,93.9812,93.9812,93.9812,0,0,92.5,1.14,0.335,0.0409,0.0996
Complete Adaptive TLBO,20260849,15,44,94.034,93.9878,93.9812,0,0,92.5,1.12,0.33,0.0393,0.1202
Complete Adaptive TLBO,20260849,15,45,94.034,94.0142,93.9812,0,0,92.5,1.1,0.325,0.038,0.1343
Complete Adaptive TLBO,20260849,15,46,94.034,94.034,94.034,0,0,92.5,1.08,0.32,0.0369,0.0985
Complete Adaptive TLBO,20260849,15,47,94.034,94.034,94.034,0,0,92.5,1.06,0.315,0.0361,0.1119
Complete Adaptive TLBO,20260849,15,48,94.034,94.034,94.034,0,0,92.5,1.04,0.31,0.0355,0.1059
Complete Adaptive TLBO,20260849,15,49,94.034,94.034,94.034,0,0,92.5,1.02,0.305,0.0351,0.0991
Complete Adaptive TLBO,20260849,15,50,94.034,94.034,94.034,0,0,92.5,1.0,0.3,0.035,0.0896
Complete Adaptive TLBO,20260850,16,1,93.5504,23.3115,0.0,0,0,92.5,1.98,0.545,0.3231,0.3648
Complete Adaptive TLBO,20260850,16,2,93.6472,23.3997,0.0,0,0,92.5,1.96,0.54,0.3115,0.3057
Complete Adaptive TLBO,20260850,16,3,93.6916,23.4173,0.0,0,0,92.5,1.94,0.535,0.3001,0.3029
Complete Adaptive TLBO,20260850,16,4,93.814,23.4382,0.0,0,0,92.5,1.92,0.53,0.2889,0.3065
Complete Adaptive TLBO,20260850,16,5,93.814,23.4535,0.0,0,0,92.5,1.9,0.525,0.278,0.2657
Complete Adaptive TLBO,20260850,16,6,93.814,23.4535,0.0,0,0,92.5,1.88,0.52,0.2673,0.2552
Complete Adaptive TLBO,20260850,16,7,93.916,35.193,0.0,0,0,92.5,1.86,0.515,0.2569,0.2998
Complete Adaptive TLBO,20260850,16,8,93.916,35.2119,0.0,0,0,92.5,1.84,0.51,0.2467,0.2617
Complete Adaptive TLBO,20260850,16,9,93.916,23.479,0.0,0,0,92.5,1.82,0.505,0.2367,0.2392
Complete Adaptive TLBO,20260850,16,10,93.916,23.479,0.0,0,0,92.5,1.8,0.5,0.227,0.273
Complete Adaptive TLBO,20260850,16,11,93.916,23.479,0.0,0,0,92.5,1.78,0.495,0.2175,0.2223
Complete Adaptive TLBO,20260850,16,12,93.916,23.479,0.0,0,0,92.5,1.76,0.49,0.2083,0.2677
Complete Adaptive TLBO,20260850,16,13,93.916,23.479,0.0,0,0,92.5,1.74,0.485,0.1993,0.2711
Complete Adaptive TLBO,20260850,16,14,93.916,23.479,0.0,0,0,92.5,1.72,0.48,0.1905,0.2734
Complete Adaptive TLBO,20260850,16,15,93.916,23.479,0.0,0,0,92.5,1.7,0.475,0.182,0.2731
Complete Adaptive TLBO,20260850,16,16,93.916,23.479,0.0,0,0,92.5,1.68,0.47,0.1737,0.2826
Complete Adaptive TLBO,20260850,16,17,93.916,23.479,0.0,0,0,92.5,1.66,0.465,0.1657,0.2696
Complete Adaptive TLBO,20260850,16,18,93.916,23.479,0.0,0,0,92.5,1.64,0.46,0.1579,0.2794
Complete Adaptive TLBO,20260850,16,19,93.916,23.479,0.0,0,0,92.5,1.62,0.455,0.1503,0.2459
Complete Adaptive TLBO,20260850,16,20,93.92,23.4795,0.0,0,0,92.5,1.6,0.45,0.143,0.2859
Complete Adaptive TLBO,20260850,16,21,93.92,23.48,0.0,0,0,92.5,1.58,0.445,0.1359,0.2548
Complete Adaptive TLBO,20260850,16,22,93.92,35.22,0.0,0,0,92.5,1.56,0.44,0.1291,0.2535
Complete Adaptive TLBO,20260850,16,23,93.92,35.22,0.0,0,0,92.5,1.54,0.435,0.1225,0.2593
Complete Adaptive TLBO,20260850,16,24,93.92,35.22,0.0,0,0,92.5,1.52,0.43,0.1161,0.2404
Complete Adaptive TLBO,20260850,16,25,93.92,35.22,0.0,0,0,92.5,1.5,0.425,0.11,0.2281
Complete Adaptive TLBO,20260850,16,26,93.92,35.1497,0.0,0,0,92.5,1.48,0.42,0.1041,0.2565
Complete Adaptive TLBO,20260850,16,27,93.92,23.48,0.0,0,0,92.5,1.46,0.415,0.0985,0.2499
Complete Adaptive TLBO,20260850,16,28,93.92,23.48,0.0,0,0,92.5,1.44,0.41,0.0931,0.2627
Complete Adaptive TLBO,20260850,16,29,93.92,35.054,0.0,0,0,92.5,1.42,0.405,0.0879,0.2511
Complete Adaptive TLBO,20260850,16,30,93.92,23.48,0.0,0,0,92.5,1.4,0.4,0.083,0.2744
Complete Adaptive TLBO,20260850,16,31,93.92,23.48,0.0,0,0,92.5,1.38,0.395,0.0783,0.2402
Complete Adaptive TLBO,20260850,16,32,93.92,23.48,0.0,0,0,92.5,1.36,0.39,0.0739,0.2632
Complete Adaptive TLBO,20260850,16,33,93.92,23.48,0.0,0,0,92.5,1.34,0.385,0.0697,0.2526
Complete Adaptive TLBO,20260850,16,34,93.92,23.48,0.0,0,0,92.5,1.32,0.38,0.0657,0.264
Complete Adaptive TLBO,20260850,16,35,93.92,23.48,0.0,0,0,92.5,1.3,0.375,0.062,0.2136
Complete Adaptive TLBO,20260850,16,36,93.92,35.22,0.0,0,0,92.5,1.28,0.37,0.0585,0.203
Complete Adaptive TLBO,20260850,16,37,93.92,58.6232,0.0,0,0,92.5,1.26,0.365,0.0553,0.1665
Complete Adaptive TLBO,20260850,16,38,93.92,93.6976,93.1164,0,0,92.5,1.24,0.36,0.0523,0.1704
Complete Adaptive TLBO,20260850,16,39,93.92,93.8081,93.3056,0,0,92.5,1.22,0.355,0.0495,0.1445
Complete Adaptive TLBO,20260850,16,40,93.92,93.8902,93.6812,0,0,92.5,1.2,0.35,0.047,0.1147
Complete Adaptive TLBO,20260850,16,41,93.92,93.92,93.92,0,0,92.5,1.18,0.345,0.0447,0.1223
Complete Adaptive TLBO,20260850,16,42,93.92,93.92,93.92,0,0,92.5,1.16,0.34,0.0427,0.1183
Complete Adaptive TLBO,20260850,16,43,93.934,93.9218,93.92,0,0,92.5,1.14,0.335,0.0409,0.1383
Complete Adaptive TLBO,20260850,16,44,93.934,93.9253,93.92,0,0,92.5,1.12,0.33,0.0393,0.1384
Complete Adaptive TLBO,20260850,16,45,93.934,93.927,93.92,0,0,92.5,1.1,0.325,0.038,0.1645
Complete Adaptive TLBO,20260850,16,46,93.934,93.9305,93.92,0,0,92.5,1.08,0.32,0.0369,0.1522
Complete Adaptive TLBO,20260850,16,47,93.934,93.9322,93.92,0,0,92.5,1.06,0.315,0.0361,0.1313
Complete Adaptive TLBO,20260850,16,48,93.934,93.934,93.934,0,0,92.5,1.04,0.31,0.0355,0.1126
Complete Adaptive TLBO,20260850,16,49,93.934,93.934,93.934,0,0,92.5,1.02,0.305,0.0351,0.1113
Complete Adaptive TLBO,20260850,16,50,93.934,93.934,93.934,0,0,92.5,1.0,0.3,0.035,0.0885
Complete Adaptive TLBO,20260851,17,1,93.2916,23.3117,0.0,0,0,92.5,1.98,0.545,0.3231,0.3451
Complete Adaptive TLBO,20260851,17,2,93.7416,23.3837,0.0,0,0,92.5,1.96,0.54,0.3115,0.3395
Complete Adaptive TLBO,20260851,17,3,93.7416,23.4354,0.0,0,0,92.5,1.94,0.535,0.3001,0.2782
Complete Adaptive TLBO,20260851,17,4,93.7456,35.1536,0.0,0,0,92.5,1.92,0.53,0.2889,0.2403
Complete Adaptive TLBO,20260851,17,5,93.79,23.4419,0.0,0,0,92.5,1.9,0.525,0.278,0.2887
Complete Adaptive TLBO,20260851,17,6,93.8652,23.4629,0.0,0,0,92.5,1.88,0.52,0.2673,0.3172
Complete Adaptive TLBO,20260851,17,7,93.918,23.4729,0.0,0,0,92.5,1.86,0.515,0.2569,0.3043
Complete Adaptive TLBO,20260851,17,8,93.918,23.4795,0.0,0,0,92.5,1.84,0.51,0.2467,0.2645
Complete Adaptive TLBO,20260851,17,9,93.918,23.4795,0.0,0,0,92.5,1.82,0.505,0.2367,0.2618
Complete Adaptive TLBO,20260851,17,10,93.918,35.1255,0.0,0,0,92.5,1.8,0.5,0.227,0.2523
Complete Adaptive TLBO,20260851,17,11,93.918,35.1741,0.0,0,0,92.5,1.78,0.495,0.2175,0.241
Complete Adaptive TLBO,20260851,17,12,93.918,23.4795,0.0,0,0,92.5,1.76,0.49,0.2083,0.2943
Complete Adaptive TLBO,20260851,17,13,93.918,35.0734,0.0,0,0,92.5,1.74,0.485,0.1993,0.266
Complete Adaptive TLBO,20260851,17,14,93.918,23.4795,0.0,0,0,92.5,1.72,0.48,0.1905,0.2545
Complete Adaptive TLBO,20260851,17,15,93.918,23.4795,0.0,0,0,92.5,1.7,0.475,0.182,0.2728
Complete Adaptive TLBO,20260851,17,16,93.918,23.4795,0.0,0,0,92.5,1.68,0.47,0.1737,0.2371
Complete Adaptive TLBO,20260851,17,17,93.918,23.4795,0.0,0,0,92.5,1.66,0.465,0.1657,0.2752
Complete Adaptive TLBO,20260851,17,18,93.918,23.4795,0.0,0,0,92.5,1.64,0.46,0.1579,0.2858
Complete Adaptive TLBO,20260851,17,19,93.918,23.4795,0.0,0,0,92.5,1.62,0.455,0.1503,0.2493
Complete Adaptive TLBO,20260851,17,20,93.918,23.4795,0.0,0,0,92.5,1.6,0.45,0.143,0.2613
Complete Adaptive TLBO,20260851,17,21,93.918,46.8355,0.0,0,0,92.5,1.58,0.445,0.1359,0.2588
Complete Adaptive TLBO,20260851,17,22,93.918,23.4795,0.0,0,0,92.5,1.56,0.44,0.1291,0.2571
Complete Adaptive TLBO,20260851,17,23,93.918,23.4795,0.0,0,0,92.5,1.54,0.435,0.1225,0.2654
Complete Adaptive TLBO,20260851,17,24,93.918,23.4795,0.0,0,0,92.5,1.52,0.43,0.1161,0.2708
Complete Adaptive TLBO,20260851,17,25,93.918,23.4795,0.0,0,0,92.5,1.5,0.425,0.11,0.2484
Complete Adaptive TLBO,20260851,17,26,93.918,23.4795,0.0,0,0,92.5,1.48,0.42,0.1041,0.2565
Complete Adaptive TLBO,20260851,17,27,93.918,35.0928,0.0,0,0,92.5,1.46,0.415,0.0985,0.2751
Complete Adaptive TLBO,20260851,17,28,93.918,23.4795,0.0,0,0,92.5,1.44,0.41,0.0931,0.2448
Complete Adaptive TLBO,20260851,17,29,93.918,23.4795,0.0,0,0,92.5,1.42,0.405,0.0879,0.261
Complete Adaptive TLBO,20260851,17,30,93.918,23.4795,0.0,0,0,92.5,1.4,0.4,0.083,0.2611
Complete Adaptive TLBO,20260851,17,31,93.918,23.4795,0.0,0,0,92.5,1.38,0.395,0.0783,0.2683
Complete Adaptive TLBO,20260851,17,32,93.918,23.4795,0.0,0,0,92.5,1.36,0.39,0.0739,0.2748
Complete Adaptive TLBO,20260851,17,33,93.918,35.1432,0.0,0,0,92.5,1.34,0.385,0.0697,0.2329
Complete Adaptive TLBO,20260851,17,34,93.918,23.4795,0.0,0,0,92.5,1.32,0.38,0.0657,0.2556
Complete Adaptive TLBO,20260851,17,35,93.918,35.1075,0.0,0,0,92.5,1.3,0.375,0.062,0.2006
Complete Adaptive TLBO,20260851,17,36,93.918,46.8473,0.0,0,0,92.5,1.28,0.37,0.0585,0.1827
Complete Adaptive TLBO,20260851,17,37,93.918,70.3242,0.0,0,0,92.5,1.26,0.365,0.0553,0.1733
Complete Adaptive TLBO,20260851,17,38,93.918,93.7357,93.198,0,0,92.5,1.24,0.36,0.0523,0.1443
Complete Adaptive TLBO,20260851,17,39,93.918,93.8257,93.3696,0,0,92.5,1.22,0.355,0.0495,0.1486
Complete Adaptive TLBO,20260851,17,40,93.922,93.9185,93.918,0,0,92.5,1.2,0.35,0.047,0.1086
Complete Adaptive TLBO,20260851,17,41,93.922,93.919,93.918,0,0,92.5,1.18,0.345,0.0447,0.1403
Complete Adaptive TLBO,20260851,17,42,93.922,93.9195,93.918,0,0,92.5,1.16,0.34,0.0427,0.155
Complete Adaptive TLBO,20260851,17,43,93.922,93.9205,93.918,0,0,92.5,1.14,0.335,0.0409,0.1505
Complete Adaptive TLBO,20260851,17,44,93.922,93.921,93.918,0,0,92.5,1.12,0.33,0.0393,0.1113
Complete Adaptive TLBO,20260851,17,45,93.922,93.922,93.922,0,0,92.5,1.1,0.325,0.038,0.1368
Complete Adaptive TLBO,20260851,17,46,93.922,93.922,93.922,0,0,92.5,1.08,0.32,0.0369,0.1303
Complete Adaptive TLBO,20260851,17,47,93.922,93.922,93.922,0,0,92.5,1.06,0.315,0.0361,0.1189
Complete Adaptive TLBO,20260851,17,48,93.922,93.922,93.922,0,0,92.5,1.04,0.31,0.0355,0.1098
Complete Adaptive TLBO,20260851,17,49,93.922,93.922,93.922,0,0,92.5,1.02,0.305,0.0351,0.1372
Complete Adaptive TLBO,20260851,17,50,93.922,93.922,93.922,0,0,92.5,1.0,0.3,0.035,0.1218
Complete Adaptive TLBO,20260852,18,1,93.1692,23.2716,0.0,0,0,92.5,1.98,0.545,0.3231,0.3142
Complete Adaptive TLBO,20260852,18,2,93.482,23.3314,0.0,0,0,92.5,1.96,0.54,0.3115,0.3071
Complete Adaptive TLBO,20260852,18,3,93.482,34.9034,0.0,0,0,92.5,1.94,0.535,0.3001,0.2496
Complete Adaptive TLBO,20260852,18,4,93.504,35.0279,0.0,0,0,92.5,1.92,0.53,0.2889,0.2678
Complete Adaptive TLBO,20260852,18,5,93.504,23.376,0.0,0,0,92.5,1.9,0.525,0.278,0.2456
Complete Adaptive TLBO,20260852,18,6,93.504,35.064,0.0,0,0,92.5,1.88,0.52,0.2673,0.2297
Complete Adaptive TLBO,20260852,18,7,93.504,23.376,0.0,0,0,92.5,1.86,0.515,0.2569,0.2404
Complete Adaptive TLBO,20260852,18,8,93.6564,35.0831,0.0,0,0,92.5,1.84,0.51,0.2467,0.2591
Complete Adaptive TLBO,20260852,18,9,93.7332,35.1117,0.0,0,0,92.5,1.82,0.505,0.2367,0.2466
Complete Adaptive TLBO,20260852,18,10,93.876,35.1422,0.0,0,0,92.5,1.8,0.5,0.227,0.2847
Complete Adaptive TLBO,20260852,18,11,93.876,35.1724,0.0,0,0,92.5,1.78,0.495,0.2175,0.2322
Complete Adaptive TLBO,20260852,18,12,93.876,23.469,0.0,0,0,92.5,1.76,0.49,0.2083,0.2407
Complete Adaptive TLBO,20260852,18,13,93.876,23.469,0.0,0,0,92.5,1.74,0.485,0.1993,0.2458
Complete Adaptive TLBO,20260852,18,14,93.876,23.469,0.0,0,0,92.5,1.72,0.48,0.1905,0.2434
Complete Adaptive TLBO,20260852,18,15,93.876,23.469,0.0,0,0,92.5,1.7,0.475,0.182,0.2468
Complete Adaptive TLBO,20260852,18,16,93.9252,23.4751,0.0,0,0,92.5,1.68,0.47,0.1737,0.2425
Complete Adaptive TLBO,20260852,18,17,93.9252,23.4813,0.0,0,0,92.5,1.66,0.465,0.1657,0.2486
Complete Adaptive TLBO,20260852,18,18,93.9252,23.4813,0.0,0,0,92.5,1.64,0.46,0.1579,0.2352
Complete Adaptive TLBO,20260852,18,19,93.9532,35.2255,0.0,0,0,92.5,1.62,0.455,0.1503,0.2729
Complete Adaptive TLBO,20260852,18,20,93.9532,58.489,0.0,0,0,92.5,1.6,0.45,0.143,0.2161
Complete Adaptive TLBO,20260852,18,21,93.9532,35.1139,0.0,0,0,92.5,1.58,0.445,0.1359,0.2371
Complete Adaptive TLBO,20260852,18,22,93.9532,35.0227,0.0,0,0,92.5,1.56,0.44,0.1291,0.2689
Complete Adaptive TLBO,20260852,18,23,93.9532,35.1385,0.0,0,0,92.5,1.54,0.435,0.1225,0.2214
Complete Adaptive TLBO,20260852,18,24,93.96,23.4891,0.0,0,0,92.5,1.52,0.43,0.1161,0.2948
Complete Adaptive TLBO,20260852,18,25,93.96,23.49,0.0,0,0,92.5,1.5,0.425,0.11,0.2705
Complete Adaptive TLBO,20260852,18,26,93.96,23.49,0.0,0,0,92.5,1.48,0.42,0.1041,0.217
Complete Adaptive TLBO,20260852,18,27,93.96,23.49,0.0,0,0,92.5,1.46,0.415,0.0985,0.2619
Complete Adaptive TLBO,20260852,18,28,93.96,23.49,0.0,0,0,92.5,1.44,0.41,0.0931,0.2368
Complete Adaptive TLBO,20260852,18,29,93.964,35.1564,0.0,0,0,92.5,1.42,0.405,0.0879,0.2846
Complete Adaptive TLBO,20260852,18,30,93.964,35.1861,0.0,0,0,92.5,1.4,0.4,0.083,0.2242
Complete Adaptive TLBO,20260852,18,31,93.964,46.785,0.0,0,0,92.5,1.38,0.395,0.0783,0.2436
Complete Adaptive TLBO,20260852,18,32,93.964,35.1183,0.0,0,0,92.5,1.36,0.39,0.0739,0.2502
Complete Adaptive TLBO,20260852,18,33,93.964,23.491,0.0,0,0,92.5,1.34,0.385,0.0697,0.2727
Complete Adaptive TLBO,20260852,18,34,93.964,23.491,0.0,0,0,92.5,1.32,0.38,0.0657,0.2499
Complete Adaptive TLBO,20260852,18,35,93.964,35.1131,0.0,0,0,92.5,1.3,0.375,0.062,0.1806
Complete Adaptive TLBO,20260852,18,36,93.964,70.2023,0.0,0,0,92.5,1.28,0.37,0.0585,0.1907
Complete Adaptive TLBO,20260852,18,37,93.964,93.6458,92.9768,0,0,92.5,1.26,0.365,0.0553,0.1917
Complete Adaptive TLBO,20260852,18,38,93.964,93.7859,93.3416,0,0,92.5,1.24,0.36,0.0523,0.1578
Complete Adaptive TLBO,20260852,18,39,93.964,93.8637,93.4082,0,0,92.5,1.22,0.355,0.0495,0.127
Complete Adaptive TLBO,20260852,18,40,93.964,93.9331,93.7172,0,0,92.5,1.2,0.35,0.047,0.1397
Complete Adaptive TLBO,20260852,18,41,93.964,93.964,93.964,0,0,92.5,1.18,0.345,0.0447,0.1035
Complete Adaptive TLBO,20260852,18,42,93.964,93.964,93.964,0,0,92.5,1.16,0.34,0.0427,0.1169
Complete Adaptive TLBO,20260852,18,43,93.964,93.964,93.964,0,0,92.5,1.14,0.335,0.0409,0.0949
Complete Adaptive TLBO,20260852,18,44,93.964,93.964,93.964,0,0,92.5,1.12,0.33,0.0393,0.1139
Complete Adaptive TLBO,20260852,18,45,93.964,93.964,93.964,0,0,92.5,1.1,0.325,0.038,0.0973
Complete Adaptive TLBO,20260852,18,46,93.964,93.964,93.964,0,0,92.5,1.08,0.32,0.0369,0.1009
Complete Adaptive TLBO,20260852,18,47,93.964,93.964,93.964,0,0,92.5,1.06,0.315,0.0361,0.0955
Complete Adaptive TLBO,20260852,18,48,93.964,93.964,93.964,0,0,92.5,1.04,0.31,0.0355,0.1118
Complete Adaptive TLBO,20260852,18,49,93.964,93.964,93.964,0,0,92.5,1.02,0.305,0.0351,0.1094
Complete Adaptive TLBO,20260852,18,50,93.964,93.964,93.964,0,0,92.5,1.0,0.3,0.035,0.0966
Complete Adaptive TLBO,20260853,19,1,93.2464,23.2568,0.0,0,0,92.5,1.98,0.545,0.3231,0.2883
Complete Adaptive TLBO,20260853,19,2,93.2464,23.3116,0.0,0,0,92.5,1.96,0.54,0.3115,0.2845
Complete Adaptive TLBO,20260853,19,3,93.408,23.3318,0.0,0,0,92.5,1.94,0.535,0.3001,0.2736
Complete Adaptive TLBO,20260853,19,4,93.408,23.352,0.0,0,0,92.5,1.92,0.53,0.2889,0.2695
Complete Adaptive TLBO,20260853,19,5,93.408,23.352,0.0,0,0,92.5,1.9,0.525,0.278,0.2356
Complete Adaptive TLBO,20260853,19,6,93.408,23.352,0.0,0,0,92.5,1.88,0.52,0.2673,0.2355
Complete Adaptive TLBO,20260853,19,7,93.492,35.0385,0.0,0,0,92.5,1.86,0.515,0.2569,0.247
Complete Adaptive TLBO,20260853,19,8,93.5304,35.0538,0.0,0,0,92.5,1.84,0.51,0.2467,0.2647
Complete Adaptive TLBO,20260853,19,9,93.5304,23.3826,0.0,0,0,92.5,1.82,0.505,0.2367,0.2483
Complete Adaptive TLBO,20260853,19,10,93.6084,23.3993,0.0,0,0,92.5,1.8,0.5,0.227,0.2799
Complete Adaptive TLBO,20260853,19,11,93.6492,23.4072,0.0,0,0,92.5,1.78,0.495,0.2175,0.2824
Complete Adaptive TLBO,20260853,19,12,93.78,23.4286,0.0,0,0,92.5,1.76,0.49,0.2083,0.2706
Complete Adaptive TLBO,20260853,19,13,93.78,23.445,0.0,0,0,92.5,1.74,0.485,0.1993,0.2513
Complete Adaptive TLBO,20260853,19,14,93.78,23.445,0.0,0,0,92.5,1.72,0.48,0.1905,0.2461
Complete Adaptive TLBO,20260853,19,15,93.78,35.0975,0.0,0,0,92.5,1.7,0.475,0.182,0.2447
Complete Adaptive TLBO,20260853,19,16,93.78,35.0975,0.0,0,0,92.5,1.68,0.47,0.1737,0.2507
Complete Adaptive TLBO,20260853,19,17,93.78,23.445,0.0,0,0,92.5,1.66,0.465,0.1657,0.2592
Complete Adaptive TLBO,20260853,19,18,93.78,23.445,0.0,0,0,92.5,1.64,0.46,0.1579,0.2505
Complete Adaptive TLBO,20260853,19,19,93.784,23.4455,0.0,0,0,92.5,1.62,0.455,0.1503,0.265
Complete Adaptive TLBO,20260853,19,20,93.784,23.446,0.0,0,0,92.5,1.6,0.45,0.143,0.2426
Complete Adaptive TLBO,20260853,19,21,93.784,23.446,0.0,0,0,92.5,1.58,0.445,0.1359,0.2308
Complete Adaptive TLBO,20260853,19,22,93.832,23.452,0.0,0,0,92.5,1.56,0.44,0.1291,0.2732
Complete Adaptive TLBO,20260853,19,23,93.832,35.181,0.0,0,0,92.5,1.54,0.435,0.1225,0.2491
Complete Adaptive TLBO,20260853,19,24,93.832,23.458,0.0,0,0,92.5,1.52,0.43,0.1161,0.2291
Complete Adaptive TLBO,20260853,19,25,93.832,23.458,0.0,0,0,92.5,1.5,0.425,0.11,0.2305
Complete Adaptive TLBO,20260853,19,26,93.832,23.458,0.0,0,0,92.5,1.48,0.42,0.1041,0.2402
Complete Adaptive TLBO,20260853,19,27,93.832,35.142,0.0,0,0,92.5,1.46,0.415,0.0985,0.2159
Complete Adaptive TLBO,20260853,19,28,93.832,35.142,0.0,0,0,92.5,1.44,0.41,0.0931,0.2451
Complete Adaptive TLBO,20260853,19,29,93.832,23.458,0.0,0,0,92.5,1.42,0.405,0.0879,0.2491
Complete Adaptive TLBO,20260853,19,30,93.832,23.458,0.0,0,0,92.5,1.4,0.4,0.083,0.2292
Complete Adaptive TLBO,20260853,19,31,93.832,23.458,0.0,0,0,92.5,1.38,0.395,0.0783,0.2515
Complete Adaptive TLBO,20260853,19,32,93.832,23.458,0.0,0,0,92.5,1.36,0.39,0.0739,0.2687
Complete Adaptive TLBO,20260853,19,33,93.832,23.458,0.0,0,0,92.5,1.34,0.385,0.0697,0.2564
Complete Adaptive TLBO,20260853,19,34,93.832,23.458,0.0,0,0,92.5,1.32,0.38,0.0657,0.257
Complete Adaptive TLBO,20260853,19,35,93.832,46.6716,0.0,0,0,92.5,1.3,0.375,0.062,0.2119
Complete Adaptive TLBO,20260853,19,36,93.862,58.5265,0.0,0,0,92.5,1.28,0.37,0.0585,0.2285
Complete Adaptive TLBO,20260853,19,37,93.862,81.9716,0.0,0,0,92.5,1.26,0.365,0.0553,0.2097
Complete Adaptive TLBO,20260853,19,38,93.866,93.7282,93.2152,0,0,92.5,1.24,0.36,0.0523,0.2021
Complete Adaptive TLBO,20260853,19,39,93.866,93.81,93.6532,0,0,92.5,1.22,0.355,0.0495,0.2036
Complete Adaptive TLBO,20260853,19,40,93.866,93.8366,93.7032,0,0,92.5,1.2,0.35,0.047,0.1671
Complete Adaptive TLBO,20260853,19,41,93.866,93.8575,93.832,0,0,92.5,1.18,0.345,0.0447,0.1548
Complete Adaptive TLBO,20260853,19,42,93.866,93.8648,93.86,0,0,92.5,1.16,0.34,0.0427,0.1376
Complete Adaptive TLBO,20260853,19,43,93.866,93.8655,93.862,0,0,92.5,1.14,0.335,0.0409,0.1216
Complete Adaptive TLBO,20260853,19,44,93.866,93.866,93.866,0,0,92.5,1.12,0.33,0.0393,0.0956
Complete Adaptive TLBO,20260853,19,45,93.866,93.866,93.866,0,0,92.5,1.1,0.325,0.038,0.0865
Complete Adaptive TLBO,20260853,19,46,93.866,93.866,93.866,0,0,92.5,1.08,0.32,0.0369,0.1041
Complete Adaptive TLBO,20260853,19,47,93.866,93.866,93.866,0,0,92.5,1.06,0.315,0.0361,0.1226
Complete Adaptive TLBO,20260853,19,48,93.866,93.866,93.866,0,0,92.5,1.04,0.31,0.0355,0.1075
Complete Adaptive TLBO,20260853,19,49,93.866,93.866,93.866,0,0,92.5,1.02,0.305,0.0351,0.0981
Complete Adaptive TLBO,20260853,19,50,93.866,93.866,93.866,0,0,92.5,1.0,0.3,0.035,0.1046
Complete Adaptive TLBO,20260854,20,1,93.6208,46.5262,0.0,0,0,92.5,1.98,0.545,0.3231,0.3011
Complete Adaptive TLBO,20260854,20,2,93.7552,35.0754,0.0,0,0,92.5,1.96,0.54,0.3115,0.2793
Complete Adaptive TLBO,20260854,20,3,93.8276,35.1534,0.0,0,0,92.5,1.94,0.535,0.3001,0.2835
Complete Adaptive TLBO,20260854,20,4,93.92,35.1846,0.0,0,0,92.5,1.92,0.53,0.2889,0.2815
Complete Adaptive TLBO,20260854,20,5,93.92,35.212,0.0,0,0,92.5,1.9,0.525,0.278,0.2552
Complete Adaptive TLBO,20260854,20,6,93.92,23.48,0.0,0,0,92.5,1.88,0.52,0.2673,0.2331
Complete Adaptive TLBO,20260854,20,7,93.9692,35.2262,0.0,0,0,92.5,1.86,0.515,0.2569,0.2303
Complete Adaptive TLBO,20260854,20,8,93.9692,35.1003,0.0,0,0,92.5,1.84,0.51,0.2467,0.2336
Complete Adaptive TLBO,20260854,20,9,93.9692,46.9044,0.0,0,0,92.5,1.82,0.505,0.2367,0.2292
Complete Adaptive TLBO,20260854,20,10,93.9692,23.4923,0.0,0,0,92.5,1.8,0.5,0.227,0.2223
Complete Adaptive TLBO,20260854,20,11,93.9692,23.4923,0.0,0,0,92.5,1.78,0.495,0.2175,0.2516
Complete Adaptive TLBO,20260854,20,12,93.9692,23.4923,0.0,0,0,92.5,1.76,0.49,0.2083,0.2496
Complete Adaptive TLBO,20260854,20,13,93.9692,23.4923,0.0,0,0,92.5,1.74,0.485,0.1993,0.2286
